instance_id,model_name,architecture,input_type,perturbation_type,input_text,gold_mention,gold_cui,generated_answer,mapping_mode
mm_0099490,FLAN-T5-base,generative,original,original,"MALDI MSI requires deposition of an organic compound, known as matrix, on the tissue of interest to assist analyte desorption and ionization, in which the matrix crystal homogeneity and size greatly influence the imaging reproducibility and spatial resolution in MALDI MSI.",MALDI MSI,UMLS:C0282597,MALDI MSI,text-generation
mm_0011144,FLAN-T5-base,generative,original,original,"The following mechanical features of LBBB were evaluated: septal flash (SF), apical rocking (AR), delayed aortic valve opening measured relative to both end-diastole (AVOED) and pulmonic valve opening (AVOPVO), delayed left-ventricular (LV) free-wall contraction, and curvatures of the septum and LV free-wall.",septal flash,UMLS:C3164858,LBBB,text-generation
mm_0050295,FLAN-T5-base,generative,original,original,"The area under the ROC curve was 0.666 for the conicity index, 0.653 for the waist to height ratio, and 0.660 for the fat percentage.",waist to height ratio,UMLS:C1821269,ROC curve,text-generation
mm_0132764,FLAN-T5-base,generative,original,original,"Meanwhile, the significant improvements were showed in histological pictures of the liver tissues in mice orally administered with viable L.",liver tissues,UMLS:C0736268,liver,text-generation
mm_0048140,FLAN-T5-base,generative,original,original,"These interesting protein-Au hybrids have opened up a new area at the nano-bio-food interface, not only did they provide the missing link between single metal atoms and plasmonic metal nanoparticles, but also developed the hybrid system between biomacromolecule and inorganic ions.",hybrid system,UMLS:C1881073,nano-bio-food,text-generation
mm_0171518,FLAN-T5-base,generative,original,original,Anthropogenic mercury emissions from 1980 to 2012 in China China was considered the biggest contributor for airborne mercury in the world but the amount of mercury emission in effluents and solid wastes has not been documented.,China,UMLS:C0008115,mercury,text-generation
mm_0056765,FLAN-T5-base,generative,original,original,"DCAN formation increased with increasing pH from 5 to 6 and then decreased with increasing pH from 6 to 9, but DCAcAm and TCNM increased with increasing pH from 5 to 8 and then decreased.",DCAN,UMLS:C0057843,chemistry,text-generation
mm_0088032,FLAN-T5-base,generative,original,original,"Earlier age, age at onset and age at first pharmacological treatment, longer DI, shorter DUI and higher rate of psychiatric comorbidities were associated with increased severity of OCD.",OCD,UMLS:C0028768,OCD,text-generation
mm_0187489,FLAN-T5-base,generative,original,original,(1) The aim of this study is to study the distribution of FTO gene variants across different body mass index (BMI) categories and (2) to explore the association between FTO gene variants and lifestyle factors in obese and normal weight Indian children.,body mass index,UMLS:C1305855,FTO gene variants,text-generation
mm_0085369,FLAN-T5-base,generative,original,original,"Emodin can enhance the contractibility of gallbladder and alleviate cholestasis by regulating plasma CCK levels, [Ca(2+)]i in cholecyst cells and the protein and mRNA of Gs, Gi and Cap.",contractibility of gallbladder,UMLS:C0232772,Emodin,text-generation
mm_0088706,FLAN-T5-base,generative,original,original,"In this study, terahertz (THz) and visible range spectra of chlorophyll a and β-carotene and their changes under light treatment were investigated.",terahertz,UMLS:C2350265,chlorophyll,text-generation
mm_0125530,FLAN-T5-base,generative,original,original,"Accordingly, radiolabeled exendin(9-39) derivatives have also been investigated as insulinoma imaging probes that might be less likely to induce hypoglycemia.",insulinoma,UMLS:C0021670,insulinoma,text-generation
mm_0137011,FLAN-T5-base,generative,original,original,"Corticosteroids used were triamcinolone hexacetonide (shoulder, elbow, wrist, knee, and tibiotalar joints) or methylprednisolone acetate (ie, subtalar and tarsal joints).",shoulder,UMLS:C0037009,corticosteroids,text-generation
mm_0038431,FLAN-T5-base,generative,original,original,salmonicida based on phylogenetic analysis of vapA and 16S rRNA gene sequences.,vapA,UMLS:C1421424,salmonicida,text-generation
mm_0176132,FLAN-T5-base,generative,original,original,The Global Burden of Disease Study 2013 (GBD 2013) have been used to estimate DALYs for 301 acute and chronic diseases and injuries in 188 countries for 1990-2013.,chronic diseases,UMLS:C0008679,disease,text-generation
mm_0049641,FLAN-T5-base,generative,original,original,"Interestingly, 13 cases (16.67%) were also HPV 52 positive (as co-infection with HPV 16 or 18).",HPV 16,UMLS:C0999806,viral,text-generation
mm_0088915,FLAN-T5-base,generative,original,original,A majority of these participants reported having problems specifically related to failures with selective attention.,attention,UMLS:C0004268,attention deficit hyperactivity disorder,text-generation
mm_0030723,FLAN-T5-base,generative,original,original,"Whole blood viscosity (WBV) and red blood cell (RBC) deformability were lower, red blood cell aggregation was higher in septic than in nonseptic patients (p < 0.05).",red blood cell,UMLS:C0014792,septic,text-generation
mm_0020797,FLAN-T5-base,generative,original,original,"Twenty-eight patients were treated with our phased CCRT protocol, including neoadjuvant CCRT followed by surgery (group A, n = 16) or, for reassessed inoperable patients, maintenance chemotherapy and split-course CCRT boost (group B, n = 12).",split-course CCRT,UMLS:C3178775,CCRT,text-generation
mm_0090103,FLAN-T5-base,generative,original,original,"In conclusion, our findings suggested that repetitive transcranial magnetic stimulation improves cognitive function, memory and language level of AD patients, especially in the mild stage of AD.",memory,UMLS:C0025260,AD,text-generation
mm_0008123,FLAN-T5-base,generative,original,original,AT force and stress were also greater in the jump leg of both jumpers and controls than in the lead leg (all p<0.05).,jumpers,UMLS:C1257890,AT,text-generation
mm_0199585,FLAN-T5-base,generative,original,original,"Thus, these findings reveal an unrecognized role for aerobic glycolysis in osteoblast differentiation via its end product, lactate.",lactate,UMLS:C0022924,osteoblast differentiation,text-generation
mm_0048285,FLAN-T5-base,generative,original,original,We measured brain activity (electroencephalography) towards the cue and target and behavioral responses (manual and saccadic reaction times) towards the target.,brain activity,UMLS:C0443158,measuring brain activity,text-generation
mm_0054625,FLAN-T5-base,generative,original,original,"Other immune subsets and factors were unchanged, including CD79a (+) CD138 (+) plasma cells, CD68 (+) macrophages, and MHC class I on tumor cells.",CD138,UMLS:C1609943,immunology,text-generation
mm_0048417,FLAN-T5-base,generative,original,original,"We found adverse effects of imidacloprid on queens (egg-laying and locomotor activity), worker bees (foraging and hygienic activities), and colony development (brood production and pollen stores) in all treated colonies.",pollen,UMLS:C0032385,imidacloprid,text-generation
mm_0024701,FLAN-T5-base,generative,original,original,The findings suggest that MMP-2 and MMP-9 could be used as prognostic factors of BCCs.,prognostic factors,UMLS:C1514474,BCC,text-generation
mm_0025371,FLAN-T5-base,generative,original,original,Most of the males accepted mates from within the same host plant population as well as females from the willow and blueberry populations.,population,UMLS:C1257890,males,text-generation
mm_0132893,FLAN-T5-base,generative,original,original,Following behavioral analysis plasma and brains were collected.,brains,UMLS:C0006104,a brain,text-generation
mm_0095757,FLAN-T5-base,generative,original,original,Gas chromatography/mass spectrometry (GC/MS) and gas chromatography isotope ratio mass spectrometry (GC/IRMS) were conducted on purified collagen and lipid extracts to assess isotopic responses to PLE.,GC/IRMS,UMLS:C0024868,PLE,text-generation
mm_0072049,FLAN-T5-base,generative,original,original,"Three isolates exhibited mutations in the DRDR rpoB gene (Asp441Tyr, Ser456Leu, Ser458Met), two in the DRDR folP1 gene (Thr53Ala, Pro55Leu), and one isolate exhibited mutations in both DRDR rpoB (Ser456Met) and DRDR folP1 (Pro55Leu), suggesting multidrug resistance.",mutations,UMLS:C0596611,multidrug resistance,text-generation
mm_0148991,FLAN-T5-base,generative,original,original,"For 300 SNPs, EBFST had the highest precision in all cases, but the bias was negative and greater than those for GST_NC and θWC_F in all cases.",EBFST,UMLS:C1705273,precision,text-generation
mm_0128293,FLAN-T5-base,generative,original,original,"The BCCAO / R stimulated early molecular changes that can be easily traced in brain tissue and plasma, and that are indicative of the tissue physiological response to the reperfusion - induced oxidative stress and inflammation.",inflammation,UMLS:C0021368,reperfusion,text-generation
mm_0125604,FLAN-T5-base,generative,original,original,"Currently, studies have reported a probable link to oxidative stress, DNA damage and apoptosis induced by fluoride in rat hepatocytes.",apoptosis,UMLS:C0162638,fluoride,text-generation
mm_0201459,FLAN-T5-base,generative,original,original,falciparum can be used to indicate the parasite's susceptibility to antimalarial drugs as well as its geographical origin.,parasite's,UMLS:C0030498,malaria,text-generation
mm_0083513,FLAN-T5-base,generative,original,original,Eight fresh - frozen human cadaveric knee joints from donors with a mean age of 35.5 (range 25-40) years were subjected to 50'000 cycles of 0°-70°-0° flexion-extension movements in a custom-made test setup.,donors,UMLS:C0013018,knee joints,text-generation
mm_0132452,FLAN-T5-base,generative,original,original,The evaluation showed that participants were satisfied with the program.,satisfied,UMLS:C0242428,evaluation,text-generation
mm_0048041,FLAN-T5-base,generative,original,original,"In this study, we analyzed the objective and subjective findings of the TMJD patients by using Helkimo anamnesis (Ai) and clinical dysfunction (Di) indices, and tried to document a relation between these findings and magnetic resonance imaging (MRI) results.Ninety-eight patients who were admitted to our clinic were included in the study.",MRI,UMLS:C0024485,TMJ,text-generation
mm_0025176,FLAN-T5-base,generative,original,original,Final order The Food and Drug Administration (FDA) is classifying the metallic biliary stent system for benign strictures into class II (special controls).,FDA,UMLS:C0041714,biliary stent,text-generation
mm_0172661,FLAN-T5-base,generative,original,original,"Our study suggests that PSC - UC represent a different immunological disorder from UC, characterised by increased intestinal Th1 and ILC responses.",UC,UMLS:C0009324,immunology,text-generation
